frame,timestamp,time_delta
0,0.286,0.0
1,0.361733,0.07573300000000005
2,0.380333,0.01859999999999995
3,0.396133,0.015800000000000036
4,0.436622,0.040489
5,0.452633,0.016010999999999997
6,0.467944,0.015311000000000019
7,0.483644,0.015699999999999992
8,0.499122,0.015477999999999992
9,0.514778,0.015655999999999948
10,0.523611,0.00883300000000009
11,0.548256,0.024644999999999917
12,0.5583,0.010044000000000053
13,0.566522,0.008221999999999952
14,0.577233,0.010711000000000026
15,0.588678,0.011445000000000038
16,0.599867,0.011189000000000004
17,0.610889,0.011021999999999976
18,0.622411,0.011522000000000032
19,0.633411,0.010999999999999899
20,0.644578,0.011167000000000038
21,0.655633,0.011055000000000037
22,0.667044,0.011410999999999949
23,0.678178,0.011133999999999977
24,0.689156,0.010978000000000043
25,0.700178,0.011021999999999976
26,0.711489,0.011311000000000071
27,0.722411,0.010921999999999987
28,0.733644,0.011232999999999937
29,0.744667,0.011023000000000005
30,0.755933,0.011265999999999998
31,0.767156,0.011222999999999983
32,0.778156,0.01100000000000001
33,0.789122,0.010966000000000031
34,0.800367,0.01124500000000006
35,0.811367,0.010999999999999899
36,0.8227,0.011333000000000037
37,0.833667,0.01096700000000006
38,0.844922,0.011254999999999904
39,0.855989,0.011067000000000049
40,0.867178,0.011189000000000004
41,0.878378,0.011199999999999988
42,0.889622,0.011244000000000032
43,0.900833,0.011210999999999971
44,0.911989,0.011156000000000055
45,0.923011,0.011021999999999976
46,0.934,0.010989000000000027
47,0.945133,0.011132999999999948
48,0.956344,0.011210999999999971
49,0.967444,0.011099999999999999
50,0.978444,0.01100000000000001
51,0.989744,0.011299999999999977
52,1.000889,0.01114499999999996
53,1.012044,0.011155000000000026
54,1.023067,0.011023000000000005
55,1.034356,0.011289000000000105
56,1.045522,0.01116600000000001
57,1.056522,0.010999999999999899
58,1.067611,0.011089000000000127
59,1.079156,0.011544999999999916
60,1.090022,0.010866000000000042
61,1.101111,0.011088999999999904
62,1.112433,0.011322000000000054
63,1.123356,0.010923000000000016
64,1.134678,0.011322000000000054
65,1.145622,0.010943999999999843
66,1.156933,0.011311000000000071
67,1.167978,0.011044999999999972
68,1.179056,0.011078000000000143
69,1.190211,0.011154999999999804
70,1.201378,0.011167000000000149
71,1.212333,0.010955000000000048
72,1.223533,0.011199999999999877
73,1.234822,0.011289000000000105
74,1.246144,0.011321999999999832
75,1.256956,0.010812000000000044
76,1.2681,0.011144000000000043
77,1.279233,0.01113300000000006
78,1.290467,0.011233999999999966
79,1.301478,0.011010999999999882
80,1.312767,0.011289000000000105
81,1.323789,0.011022000000000087
82,1.335222,0.011432999999999804
83,1.346344,0.011122000000000076
84,1.357456,0.01111200000000001
85,1.368722,0.011265999999999998
86,1.379567,0.010844999999999994
87,1.390944,0.01137699999999997
88,1.401767,0.010823000000000027
89,1.413044,0.011276999999999981
90,1.424156,0.01111200000000001
91,1.435367,0.011211000000000082
92,1.446789,0.011422000000000043
93,1.457689,0.01089999999999991
94,1.468733,0.011044000000000054
95,1.480033,0.011299999999999866
96,1.491056,0.011023000000000005
97,1.502356,0.011300000000000088
98,1.513478,0.011122000000000076
99,1.524489,0.011010999999999882
100,1.535356,0.01086699999999996
101,1.546778,0.011422000000000043
102,1.557789,0.011011000000000104
103,1.569222,0.011432999999999804
104,1.580033,0.010811000000000126
105,1.591467,0.011433999999999944
106,1.602589,0.011122000000000076
107,1.613611,0.011021999999999865
108,1.624689,0.011078000000000143
109,1.635778,0.011088999999999904
110,1.647133,0.011355000000000004
111,1.6583,0.011167000000000149
112,1.669278,0.010977999999999932
113,1.680344,0.01106600000000002
114,1.691556,0.011212
115,1.702556,0.010999999999999899
116,1.714167,0.011611000000000038
117,1.724778,0.010610999999999926
118,1.736133,0.011355000000000004
119,1.7473,0.011167000000000149
120,1.7585,0.011199999999999877
121,1.769289,0.010788999999999938
122,1.7806,0.011311000000000071
123,1.791856,0.011255999999999933
124,1.802844,0.010987999999999998
125,1.813989,0.011145000000000183
126,1.825244,0.011255000000000015
127,1.836322,0.011077999999999921
128,1.847689,0.011366999999999905
129,1.858589,0.010900000000000132
130,1.869822,0.011233000000000049
131,1.8808,0.010977999999999932
132,1.892011,0.011211000000000082
