frame,timestamp,time_delta
0,-12.0,0.0
1,-11.982133,0.017867000000000743
2,-11.959422,0.02271099999999926
3,-11.9378,0.021622000000000696
4,-11.923422,0.014377999999998892
5,-11.905822,0.017599999999999838
6,-11.890489,0.015333000000000041
7,-11.872167,0.01832200000000128
8,-11.858278,0.01388899999999893
9,-11.835889,0.022389000000000436
10,-11.822467,0.013422000000000267
11,-11.806189,0.016277999999999793
12,-11.790789,0.015399999999999636
13,-11.770544,0.020245000000000957
14,-11.756278,0.014265999999999224
15,-11.739289,0.016989000000000587
16,-11.725667,0.013621999999999801
17,-11.706122,0.019544999999999035
18,-11.690178,0.01594400000000107
19,-11.672778,0.017400000000000304
20,-11.653911,0.018866999999998413
21,-11.639167,0.014744000000000312
22,-11.626022,0.01314499999999974
23,-11.607933,0.018089000000001576
24,-11.594333,0.013599999999998502
25,-11.573856,0.02047700000000141
26,-11.558033,0.015822999999999254
27,-11.541089,0.016944000000000514
28,-11.527078,0.014010999999999996
29,-11.505722,0.021355999999999042
30,-11.492267,0.013455000000000439
31,-11.4726,0.0196670000000001
32,-11.4532,0.019399999999999196
33,-11.439822,0.013378000000001222
34,-11.426244,0.01357799999999898
35,-11.406344,0.019899999999999807
36,-11.392689,0.013654999999999973
37,-11.373144,0.01954500000000081
38,-11.358433,0.01471100000000014
39,-11.34,0.01843299999999992
40,-11.325267,0.014732999999999663
41,-11.306411,0.01885599999999954
42,-11.291711,0.014700000000001268
43,-11.272844,0.01886700000000019
44,-11.258178000000001,0.014665999999998292
45,-11.238844,0.01933400000000063
46,-11.224711,0.014133000000001061
47,-11.204778,0.01993299999999998
48,-11.191433,0.013344999999999274
49,-11.171767,0.01966600000000085
50,-11.156956,0.014810999999999908
51,-11.143844,0.013111999999999568
52,-11.125722,0.01812199999999997
53,-11.110656,0.015065999999999136
54,-11.094222,0.01643400000000028
55,-11.072356,0.02186600000000105
56,-11.057689,0.01466699999999932
57,-11.035178,0.022510999999999726
58,-11.019244,0.01593399999999967
59,-11.002733,0.016511000000001275
60,-10.987,0.01573299999999911
61,-10.967544,0.019455999999999918
62,-10.953721999999999,0.013822000000001111
63,-10.9373,0.016421999999998604
64,-10.922867,0.014433000000000362
65,-10.902644,0.020222999999999658
66,-10.886256,0.016388000000000957
67,-10.870833,0.015423000000000187
68,-10.854878,0.01595499999999994
69,-10.838289,0.016588999999999743
70,-10.824511,0.01377800000000029
71,-10.804944,0.019566999999998558
72,-10.791089,0.013855000000001283
73,-10.7714,0.019688999999999623
74,-10.756644,0.014756000000000213
75,-10.737322,0.01932199999999895
76,-10.723678,0.0136440000000011
77,-10.704711,0.018966999999999956
78,-10.690911,0.013799999999999812
79,-10.671822,0.019088999999999245
80,-10.6581,0.013722000000001344
81,-10.636978,0.021122000000000085
82,-10.622978,0.013999999999999346
83,-10.604156,0.018822000000000116
84,-10.5866,0.017555999999999017
85,-10.571422,0.01517800000000058
86,-10.556478,0.014943999999999846
87,-10.536244,0.020234000000000307
88,-10.518833,0.017410999999999177
89,-10.504856,0.013977000000000572
90,-10.487956,0.016899999999999693
91,-10.4711,0.016856000000000648
92,-10.456722,0.014378000000000668
93,-10.437356,0.019365999999999772
94,-10.415644,0.021711999999999065
95,-10.4022,0.01344399999999979
96,-10.383911,0.01828900000000111
97,-10.368556,0.015354999999999563
98,-10.352089,0.016467000000000453
99,-10.337433,0.01465599999999867
100,-10.323267,0.014166000000001233
101,-10.303933,0.019333999999998852
102,-10.288289,0.01564399999999999
103,-10.268,0.020289
104,-10.247789000000001,0.020210999999999757
105,-10.228489,0.019300000000001205
106,-10.208778,0.019710999999999146
107,-10.190978,0.017800000000001148
108,-10.167233,0.023744999999999905
109,-10.150289,0.016943999999998738
110,-10.135033,0.015256000000000824
