unix_ms,rel_timestamp,frame,event,side,screen_pos_x,screen_pos_y,screen_pos_z,target_name,closest_unix_ms,Theta_AF7,Theta_AF8,Alpha_AF7,Alpha_AF8,Beta_AF7,Beta_AF8,Gamma_AF7,Gamma_AF8,Rel_Theta_AF7,Rel_Theta_AF8,Rel_Alpha_AF7,Rel_Alpha_AF8,Rel_Beta_AF7,Rel_Beta_AF8,Rel_Gamma_AF7,Rel_Gamma_AF8
1742939649700,312.5461,10987.0,Eye Hit,Left,1360.424,754.7824,37.23834,NorthSidewalk,1742939649695,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
1742939649700,312.5461,10987.0,Eye Hit,Right,1359.097,754.7824,37.23834,NorthSidewalk,1742939649695,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
1742939649700,312.5461,10987.0,Eye Hit,Center,1359.76,754.7824,37.23834,NorthSidewalk,1742939649695,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
1742939649735,312.5742,10988.0,,Left,1334.598,786.5132,37.93887,,1742939649695,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
1742939649735,312.5742,10988.0,,Right,1333.295,786.5132,37.93887,,1742939649695,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
1742939649735,312.5742,10988.0,,Center,1333.947,786.5132,37.93887,,1742939649695,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
1742939649775,312.6089,10989.0,,Center,1390.616,859.5884,36.38962,,1742939649756,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
1742939649775,312.6089,10989.0,,Right,1389.937,859.5884,36.38961,,1742939649756,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
1742939649775,312.6089,10989.0,,Left,1391.295,859.5884,36.38961,,1742939649756,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
1742939649803,312.6488,10990.0,Eye Hit,Right,1332.817,852.645,37.8729,LowFemale2,1742939649788,1.9059841970542624,1.7308475160327998,1.8058560138003263,2.365522537424465,1.2570983267093216,1.1600071353137498,0.37869898567459176,0.30920340090715637,3,3,3,4,2,2,0,0
