unix_ms,event_type,title,description,x,y,z
1706838643331,Simulation,Simulation Start,,0,0,0
1706838643360,Anchor,Left,Center,720,792,50
1706838643360,Anchor,Left,Top Left,434.0125,934.9938,50
1706838643360,Anchor,Left,Top Right,1005.987,934.9938,50
1706838643360,Anchor,Left,Bottom Left,434.0125,649.0063,50
1706838643360,Anchor,Right,Center,720,792,50
1706838643360,Anchor,Right,Top Left,434.0125,934.9938,50
1706838643360,Anchor,Right,Top Right,1005.987,934.9938,50
1706838643360,Anchor,Right,Bottom Left,434.0125,649.0063,50
1706838661530,Simulation,Trial 1 Start,,0,0,0
1706838661530,Player,position,,0.01183125,1.69163,-0.05440859
1706838661530,Player,orientation,,356.0716,3.338681,359.2383
1706838661530,Eye Tracking,Left,Direction,0.4218137,0.190299,0.8864871
1706838661530,Eye Tracking,Right,Direction,0.3818599,0.1939922,0.9036316
1706838661530,Eye Tracking,Center,Direction,0.3995991,0.2033129,0.8938592
1706838661530,Eye Tracking,Left,Screen Position,1042.139,954.6234,8.923085
1706838661530,Eye Tracking,Right,Screen Position,1037.113,954.6234,8.923086
1706838661544,Player,position,,0.01183479,1.691612,-0.05441983
1706838661544,Player,orientation,,356.0744,3.34921,359.2522
1706838661544,Eye Tracking,Left,Direction,0.4216983,0.1902339,0.886556
1706838661544,Eye Tracking,Right,Direction,0.3817423,0.1939381,0.9036928
1706838661544,Eye Tracking,Center,Direction,0.4018429,0.1919115,0.8953727
1706838661544,Eye Tracking,Left,Screen Position,1043.386,945.2443,8.938272
1706838661544,Eye Tracking,Right,Screen Position,1038.369,945.2443,8.938272
1706838661558,Player,position,,0.01183944,1.69158,-0.05443085
1706838661558,Player,orientation,,356.071,3.358587,359.2652
1706838661558,Eye Tracking,Left,Direction,0.4209403,0.1781032,0.8894316
1706838661558,Eye Tracking,Right,Direction,0.380955,0.1815681,0.9065905
1706838661558,Eye Tracking,Center,Direction,0.4017417,0.1917635,0.8954498
1706838661558,Eye Tracking,Left,Screen Position,1043.278,945.1129,8.939053
1706838661558,Eye Tracking,Right,Screen Position,1038.261,945.1129,8.939054
1706838661572,Player,position,,0.01184866,1.691545,-0.05445898
1706838661572,Player,orientation,,356.0734,3.372299,359.2722
1706838661572,Eye Tracking,Left,Direction,0.4207501,0.1780812,0.889526
1706838661572,Eye Tracking,Right,Direction,0.3807611,0.1815523,0.9066751
1706838661572,Eye Tracking,Center,Direction,0.4008761,0.1796413,0.898347
1706838661572,Eye Tracking,Left,Screen Position,1041.546,934.9714,8.968189
1706838661572,Eye Tracking,Right,Screen Position,1036.546,934.9714,8.968189
1706838661586,Player,position,,0.01186223,1.691506,-0.05449121
1706838661586,Player,orientation,,356.0669,3.383947,359.2716
1706838661586,Eye Tracking,Left,Direction,0.4205686,0.1779796,0.8896321
1706838661586,Eye Tracking,Right,Direction,0.3805764,0.1814487,0.9067734
1706838661586,Eye Tracking,Center,Direction,0.400693,0.1795387,0.8984492
1706838661586,Eye Tracking,Left,Screen Position,1041.364,934.8735,8.969237
1706838661586,Eye Tracking,Right,Screen Position,1036.364,934.8735,8.969237
1706838661600,Player,position,,0.01187156,1.69147,-0.05452474
1706838661600,Player,orientation,,356.065,3.392704,359.2676
1706838661600,Eye Tracking,Left,Direction,0.3879591,0.1728689,0.9053199
1706838661600,Eye Tracking,Right,Direction,0.3467484,0.1759384,0.9213096
1706838661600,Eye Tracking,Center,Direction,0.4005431,0.1795345,0.8985168
1706838661600,Eye Tracking,Left,Screen Position,1041.22,934.8594,8.969944
1706838661600,Eye Tracking,Right,Screen Position,1036.221,934.8594,8.969943
1706838661614,Player,position,,0.01188122,1.691428,-0.05455697
1706838661614,Player,orientation,,356.0533,3.396273,359.2645
1706838661614,Eye Tracking,Left,Direction,0.3878942,0.1727066,0.9053787
1706838661614,Eye Tracking,Right,Direction,0.3466823,0.1757707,0.9213664
1706838661614,Eye Tracking,Center,Direction,0.3673993,0.1740858,0.9136257
1706838661614,Eye Tracking,Left,Screen Position,1009.971,928.233,9.122031
1706838661614,Eye Tracking,Right,Screen Position,1005.055,928.233,9.122031
1706838661628,Player,position,,0.01189416,1.691399,-0.05460061
1706838661628,Player,orientation,,356.0493,3.390078,359.2617
1706838661628,Eye Tracking,Left,Direction,0.08955663,-0.07159115,0.9934055
1706838661628,Eye Tracking,Right,Direction,0.04211401,-0.07181803,0.9965282
1706838661628,Eye Tracking,Center,Direction,0.3674859,0.1740445,0.9135987
1706838661628,Eye Tracking,Left,Screen Position,1010.047,928.2047,9.121799
1706838661628,Eye Tracking,Right,Screen Position,1005.131,928.2047,9.121799
1706838661641,Player,position,,0.01189561,1.691368,-0.05465255
1706838661641,Player,orientation,,356.0448,3.385185,359.2624
1706838661641,Eye Tracking,Left,Direction,0.08964093,-0.07166549,0.9933925
1706838661641,Eye Tracking,Right,Direction,0.0421988,-0.07189234,0.9965194
1706838661641,Eye Tracking,Center,Direction,0.06593852,-0.07178879,0.9952379
1706838661641,Eye Tracking,Left,Screen Position,769.6231,740.4277,9.949627
1706838661641,Eye Tracking,Right,Screen Position,765.116,740.4277,9.949627
1706838661669,Player,position,,0.0119139,1.691283,-0.05475412
1706838661669,Player,orientation,,356.0269,3.37027,359.2537
1706838661669,Eye Tracking,Left,Direction,0.08649352,-0.07173355,0.9936665
1706838661669,Eye Tracking,Right,Direction,0.03903103,-0.07195545,0.9966438
1706838661669,Eye Tracking,Center,Direction,0.06621008,-0.07207675,0.9951991
1706838661669,Eye Tracking,Left,Screen Position,769.8202,740.2188,9.949336
1706838661669,Eye Tracking,Right,Screen Position,765.3129,740.2188,9.949336
1706838661683,Player,position,,0.01193298,1.691264,-0.05479943
1706838661683,Player,orientation,,356.0045,3.373079,359.2398
1706838661683,Eye Tracking,Left,Direction,0.08646467,-0.07209846,0.9936426
1706838661683,Eye Tracking,Right,Direction,0.0390023,-0.07233287,0.9966177
1706838661683,Eye Tracking,Center,Direction,0.06275126,-0.07222387,0.9954125
1706838661683,Eye Tracking,Left,Screen Position,767.3251,740.1241,9.951534
1706838661683,Eye Tracking,Right,Screen Position,762.8188,740.1241,9.951535
1706838661697,Player,position,,0.01196173,1.691276,-0.05484405
1706838661697,Player,orientation,,355.9638,3.380673,359.229
1706838661697,Eye Tracking,Left,Direction,0.07924972,-0.02078063,0.9966382
1706838661697,Eye Tracking,Right,Direction,0.03174689,-0.02085673,0.9992784
1706838661697,Eye Tracking,Center,Direction,0.06263873,-0.07292403,0.9953685
1706838661697,Eye Tracking,Left,Screen Position,767.2463,739.619,9.951136
1706838661697,Eye Tracking,Right,Screen Position,762.7399,739.619,9.951136
1706838661711,Player,position,,0.01199638,1.691298,-0.05489248
1706838661711,Player,orientation,,355.9374,3.388184,359.2102
1706838661711,Eye Tracking,Left,Direction,0.07912831,-0.02121863,0.9966387
1706838661711,Eye Tracking,Right,Direction,0.03162538,-0.02131112,0.9992725
1706838661711,Eye Tracking,Center,Direction,0.05539278,-0.02125755,0.9982384
1706838661711,Eye Tracking,Left,Screen Position,761.9207,776.7747,9.979782
1706838661711,Eye Tracking,Right,Screen Position,757.4272,776.7747,9.979782
1706838661725,Player,position,,0.01203144,1.691324,-0.05494852
1706838661725,Player,orientation,,355.9138,3.402711,359.1986
1706838661725,Eye Tracking,Left,Direction,0.05419017,0.13932,0.9887636
1706838661725,Eye Tracking,Right,Direction,0.00658423,0.1394977,0.9902005
1706838661725,Eye Tracking,Center,Direction,0.05514591,-0.02166497,0.9982432
1706838661725,Eye Tracking,Left,Screen Position,761.7438,776.483,9.979882
1706838661725,Eye Tracking,Right,Screen Position,757.2502,776.483,9.979882
1706838661739,Player,position,,0.01207424,1.691348,-0.0550057
1706838661739,Player,orientation,,355.8945,3.415561,359.1872
1706838661739,Eye Tracking,Left,Direction,0.05394341,0.1389901,0.9888235
1706838661739,Eye Tracking,Right,Direction,0.006337357,0.1391586,0.9902498
1706838661739,Eye Tracking,Center,Direction,0.03014945,0.139135,0.9898143
1706838661739,Eye Tracking,Left,Screen Position,744.0436,892.5009,9.895905
1706838661739,Eye Tracking,Right,Screen Position,739.5119,892.5009,9.895905
1706838661753,Player,position,,0.01211447,1.691376,-0.05506078
1706838661753,Player,orientation,,355.8695,3.433945,359.1798
1706838661753,Eye Tracking,Left,Direction,0.05361384,0.1385567,0.9889022
1706838661753,Eye Tracking,Right,Direction,0.006007529,0.1387195,0.9903135
1706838661753,Eye Tracking,Center,Direction,0.02981964,0.1386987,0.9898856
1706838661753,Eye Tracking,Left,Screen Position,743.8036,892.1785,9.89666
1706838661753,Eye Tracking,Right,Screen Position,739.2723,892.1785,9.89666
1706838661767,Player,position,,0.01216787,1.691404,-0.05510762
1706838661767,Player,orientation,,355.8516,3.446982,359.1684
1706838661767,Eye Tracking,Left,Direction,-0.04479114,0.2711076,0.9615063
1706838661767,Eye Tracking,Right,Direction,-0.09222163,0.2702064,0.9583756
1706838661767,Eye Tracking,Center,Direction,0.02956855,0.1383877,0.9899366
1706838661767,Eye Tracking,Left,Screen Position,743.621,891.9488,9.897205
