unix_ts,frame,x,y
3.2002666666666677,1037,349,299
3.2284333333333333,1039,344,296
3.24218888888889,1040,344,295
3.269811111111112,1042,344,295
3.2834666666666674,1043,344,295
3.298400000000001,1044,345,293
3.3253000000000004,1046,345,290
3.340133333333334,1047,345,289
3.35348888888889,1048,348,292
3.367866666666668,1049,348,292
3.3813222222222237,1050,349,291
3.396600000000001,1051,349,292
3.4096888888888888,1052,348,292
3.4229666666666674,1053,349,293
3.437555555555557,1054,349,293
3.465133333333334,1056,349,292
3.478411111111111,1057,347,290
3.492522222222222,1058,347,289
3.507200000000001,1059,347,289
3.5200666666666667,1060,347,288
3.5349222222222227,1061,347,288
3.5629777777777782,1063,346,289
3.576555555555556,1064,346,289
3.5898111111111124,1065,348,290
3.6049333333333333,1066,348,290
3.618433333333334,1067,350,289
3.6459333333333337,1069,350,289
3.6593444444444447,1070,350,288
3.67448888888889,1071,350,288
3.7026333333333348,1073,350,285
3.7302,1075,349,288
3.7568333333333346,1077,350,292
3.772388888888889,1078,350,292
3.799088888888889,1080,345,298
3.812633333333334,1081,345,299
3.826588888888889,1082,344,294
3.8421333333333347,1083,344,294
3.8549333333333333,1084,345,296
3.86958888888889,1085,345,297
3.8828111111111117,1086,345,294
3.898311111111111,1087,345,294
3.910866666666667,1088,345,294
3.929444444444446,1089,345,294
3.945677777777778,1090,345,295
3.959488888888888,1091,345,294
3.974455555555556,1092,345,294
3.9868333333333332,1093,346,293
4.014788888888889,1095,346,293
4.029333333333334,1096,348,296
4.042911111111112,1097,348,296
4.056555555555557,1098,348,293
4.070733333333335,1099,348,294
4.083755555555557,1100,348,297
4.099555555555556,1101,348,298
4.112411111111111,1102,348,298
4.125444444444446,1103,348,294
4.140866666666668,1104,348,294
4.153544444444446,1105,347,298
4.1681444444444455,1106,347,298
4.181566666666667,1107,347,297
4.19658888888889,1108,347,298
4.209944444444446,1109,347,298
4.223144444444445,1110,347,298
4.238266666666668,1111,347,299
