unix_ms,rel_timestamp,frame,event,side,screen_pos_x,screen_pos_y,screen_pos_z,target_name
1742678634591,0,,Activation,,,,,
1742678634591,0,321,,Left,0,0,0,
1742678634591,0,321,,Right,0,0,0,
1742678634591,0,321,,Center,0,0,0,
1742678634695,0.01999998,323,,Left,935.2656,1029.748,49.99994,
1742678634695,0.01999998,323,,Right,934.0073,1029.748,49.99994,
1742678634695,0.01999998,323,,Center,934.6333,1029.748,49.99994,
1742678634718,0.04526186,324,,Left,936.5844,1031.638,50.00005,
1742678634718,0.04526186,324,,Right,935.3261,1031.638,50.00005,
1742678634718,0.04526186,324,,Center,935.9551,1031.638,50.00005,
1742678634740,0.06731129,325,,Left,936.8154,1031.611,50.00001,
1742678634740,0.06731129,325,,Right,935.5572,1031.611,50.00001,
1742678634740,0.06731129,325,,Center,936.1868,1031.611,50.00001,
1742678634759,0.09272337,326,,Left,936.874,1031.526,49.99997,
1742678634759,0.09272337,326,,Right,935.6158,1031.526,49.99997,
1742678634759,0.09272337,326,,Center,936.2455,1031.526,49.99997,
1742678634793,0.1255012,328,,Left,936.6619,1032.148,50,
1742678634793,0.1255012,328,,Right,935.4036,1032.148,50,
1742678634793,0.1255012,328,,Center,936.0328,1032.148,50,
1742678634810,0.1425872,329,,Left,1000.612,437.3419,42.06015,
1742678634810,0.1425872,329,,Right,999.1157,437.3419,42.06015,
1742678634810,0.1425872,329,,Center,1000.013,437.342,42.06015,
1742678634842,0.1752725,331,,Left,924.3522,1095.309,49.86235,
1742678634842,0.1752725,331,,Right,923.0905,1095.309,49.86235,
1742678634842,0.1752725,331,,Center,923.6927,1095.309,49.86235,
1742678634872,0.2060819,333,,Left,923.781,1098.647,49.84951,
1742678634872,0.2060819,333,,Right,922.519,1098.647,49.84951,
1742678634872,0.2060819,333,,Center,923.1201,1098.647,49.84951,
1742678634902,0.2363334,335,,Left,923.6758,1098.355,49.85057,
1742678634902,0.2363334,335,,Right,922.4138,1098.355,49.85057,
1742678634902,0.2363334,335,,Center,923.0146,1098.354,49.85057,
1742678634931,0.2654505,337,,Left,923.6044,1097.993,49.85189,
1742678634931,0.2654505,337,,Right,922.3424,1097.993,49.85189,
1742678634931,0.2654505,337,,Center,922.9431,1097.993,49.85189,
1742678634960,0.2948823,339,,Left,918.4352,1092.42,49.86739,
1742678634960,0.2948823,339,,Right,917.1737,1092.42,49.86739,
1742678634960,0.2948823,339,,Center,917.762,1092.42,49.86739,
1742678634988,0.323071,341,,Left,918.2397,1061.932,49.94614,
1742678634988,0.323071,341,,Right,916.9802,1061.932,49.94614,
1742678634988,0.323071,341,,Center,917.5671,1061.932,49.94614,
1742678635016,0.3514156,343,,Left,918.3902,1060.053,49.94941,
1742678635016,0.3514156,343,,Right,917.1306,1060.053,49.94941,
1742678635016,0.3514156,343,,Center,917.7178,1060.053,49.94941,
1742678635044,0.3802075,345,,Left,918.6254,1059.548,49.95045,
1742678635045,0.3802075,345,,Right,917.3659,1059.548,49.95045,
1742678635045,0.3802075,345,,Center,917.9537,1059.548,49.95045,
1742678635073,0.4081063,347,,Left,918.6855,1059.804,49.95012,
1742678635073,0.4081063,347,,Right,917.426,1059.804,49.95012,
1742678635073,0.4081063,347,,Center,918.0139,1059.804,49.95012,
1742678635101,0.4362822,349,,Left,920.4857,1061.737,49.9487,
1742678635101,0.4362822,349,,Right,919.2261,1061.737,49.9487,
1742678635101,0.4362822,349,,Center,919.8183,1061.737,49.9487,
1742678635129,0.4645886,351,,Left,924.7628,1066.683,49.94299,
1742678635129,0.4645886,351,,Right,923.5031,1066.683,49.94299,
1742678635129,0.4645886,351,,Center,924.1052,1066.683,49.94299,
1742678635157,0.4929185,353,,Left,924.8741,1066.937,49.94256,
1742678635157,0.4929185,353,,Right,923.6144,1066.937,49.94255,
1742678635157,0.4929185,353,,Center,924.2169,1066.937,49.94256,
1742678635184,0.5194874,355,,Left,927.1648,1074.026,49.92824,
1742678635184,0.5194874,355,,Right,925.9047,1074.026,49.92824,
1742678635184,0.5194874,355,,Center,926.5126,1074.026,49.92824,
1742678635212,0.5471482,357,,Left,927.2189,1074.281,49.9277,
1742678635212,0.5471482,357,,Right,925.9589,1074.281,49.9277,
1742678635212,0.5471482,357,,Center,926.567,1074.281,49.92771,
1742678635240,0.5748816,359,,Left,927.1656,1074.067,49.92818,
1742678635240,0.5748816,359,,Right,925.9056,1074.067,49.92819,
1742678635240,0.5748816,359,,Center,926.5136,1074.067,49.92819,
1742678635267,0.6023655,361,,Left,929.8387,1064.781,49.9494,
1742678635267,0.6023655,361,,Right,928.5792,1064.781,49.9494,
1742678635267,0.6023655,361,,Center,929.1931,1064.781,49.9494,
1742678635295,0.630372,363,,Left,926.5271,1064.901,49.94756,
1742678635295,0.630372,363,,Right,925.2675,1064.901,49.94756,
1742678635295,0.630372,363,,Center,925.8737,1064.901,49.94756,
1742678635322,0.6579986,365,,Left,929.0644,1067.585,49.94358,
1742678635322,0.6579986,365,,Right,927.8047,1067.585,49.94358,
1742678635322,0.6579986,365,,Center,928.4169,1067.585,49.94358,
1742678635350,0.6855645,367,,Left,923.9724,1067.767,49.94023,
1742678635350,0.6855645,367,,Right,922.7126,1067.767,49.94023,
1742678635350,0.6855645,367,,Center,923.313,1067.767,49.94023,
1742678635378,0.7139926,369,,Left,924.0418,1068.251,49.93923,
1742678635378,0.7139926,369,,Right,922.782,1068.251,49.93923,
1742678635378,0.7139926,369,,Center,923.3826,1068.251,49.93923,
1742678635406,0.7414641,371,,Left,923.783,1064.992,49.94557,
1742678635406,0.7414641,371,,Right,922.5233,1064.992,49.94557,
1742678635406,0.7414641,371,,Center,923.1232,1064.992,49.94557,
1742678635433,0.7682772,373,,Left,923.6222,1061.426,49.95185,
1742678635433,0.7682772,373,,Right,922.3627,1061.426,49.95185,
1742678635433,0.7682772,373,,Center,922.9622,1061.426,49.95185,
1742678635462,0.7968807,375,,Left,924.7823,1064.231,49.94771,
1742678635462,0.7968807,375,,Right,923.5228,1064.231,49.94771,
1742678635462,0.7968807,375,,Center,924.1249,1064.231,49.94771,
1742678635489,0.8244715,377,,Left,924.8087,1071.226,49.93336,
1742678635489,0.8244715,377,,Right,923.5487,1071.226,49.93336,
1742678635489,0.8244715,377,,Center,924.1511,1071.226,49.93336,
1742678635516,0.8523202,379,,Left,873.579,1105.983,49.71129,
1742678635516,0.8523202,379,,Right,872.3134,1105.983,49.71129,
1742678635516,0.8523202,379,,Center,872.7992,1105.983,49.71129,
1742678635545,0.8803163,381,,Left,873.9274,1105.419,49.7149,
1742678635545,0.8803163,381,,Right,872.6619,1105.419,49.7149,
1742678635545,0.8803163,381,,Center,873.1485,1105.419,49.7149,
1742678635573,0.908072,383,,Left,718.6328,1200.436,47.92492,
1742678635573,0.908072,383,,Right,717.32,1200.436,47.92492,
1742678635573,0.908072,383,,Center,717.4683,1200.436,47.92492,
1742678635600,0.9350157,385,,Left,626.0778,1205.577,46.68326,
1742678635600,0.9350157,385,,Right,624.7302,1205.577,46.68326,
1742678635600,0.9350157,385,,Center,624.6801,1205.577,46.68326,
1742678635628,0.963531,387,,Left,617.7851,1197.71,46.62307,
1742678635629,0.963531,387,,Right,616.4357,1197.71,46.62306,
1742678635629,0.963531,387,,Center,616.3672,1197.71,46.62307,
1742678635656,0.9917355,389,,Left,617.7637,1195.432,46.6403,
1742678635656,0.9917355,389,,Right,616.4149,1195.432,46.6403,
1742678635656,0.9917355,389,,Center,616.346,1195.432,46.6403,
1742678635684,1.019496,391,,Left,619.1758,1194.618,46.66766,
1742678635684,1.019496,391,,Right,617.8278,1194.618,46.66766,
1742678635684,1.019496,391,,Center,617.7618,1194.618,46.66766,
1742678635712,1.047271,393,,Left,619.3948,1194.886,46.66892,
1742678635712,1.047271,393,,Right,618.0468,1194.886,46.66892,
1742678635712,1.047271,393,,Center,617.9813,1194.886,46.66892,
1742678635740,1.075156,395,,Left,810.0869,1250.399,48.24064,
1742678635740,1.075156,395,,Right,808.7827,1250.399,48.24064,
1742678635740,1.075156,395,,Center,809.1398,1250.399,48.24064,
1742678635768,1.102669,397,,Left,1009.506,1249.893,48.52721,
1742678635768,1.102669,397,,Right,1008.209,1249.893,48.52721,
1742678635768,1.102669,397,,Center,1009.027,1249.893,48.5272,
1742678635796,1.130908,399,,Left,1188.276,1253.846,47.02026,
1742678635796,1.130908,399,,Right,1186.938,1253.846,47.02026,
1742678635796,1.130908,399,,Center,1188.193,1253.846,47.02026,
1742678635824,1.158873,401,,Left,1302.248,1246.218,45.48599,
1742678635824,1.158873,401,,Right,1300.865,1246.218,45.48598,
1742678635824,1.158873,401,,Center,1302.409,1246.217,45.48599,
1742678635851,1.186662,403,,Left,1308.664,1246.77,45.37815,
1742678635851,1.186662,403,,Right,1307.278,1246.77,45.37815,
1742678635851,1.186662,403,,Center,1308.838,1246.77,45.37815,
1742678635879,1.21417,405,,Left,1308.973,1246.958,45.37143,
1742678635879,1.21417,405,,Right,1307.587,1246.958,45.37143,
1742678635879,1.21417,405,,Center,1309.148,1246.958,45.37143,
1742678635907,1.242232,407,,Left,1309.126,1246.739,45.37099,
1742678635907,1.242232,407,,Right,1307.74,1246.739,45.37099,
1742678635907,1.242232,407,,Center,1309.301,1246.739,45.37099,
1742678635935,1.27007,409,,Left,1309.276,1244.615,45.38814,
1742678635935,1.27007,409,,Right,1307.89,1244.615,45.38814,
1742678635935,1.27007,409,,Center,1309.451,1244.615,45.38814,
1742678635962,1.297261,411,,Left,1305.229,1239.971,45.49552,
1742678635962,1.297261,411,,Right,1303.847,1239.971,45.49551,
1742678635962,1.297261,411,,Center,1305.397,1239.971,45.49552,
1742678635990,1.325576,413,,Left,1303.632,1239.525,45.52515,
1742678635991,1.325576,413,,Right,1302.25,1239.525,45.52515,
1742678635991,1.325576,413,,Center,1303.797,1239.525,45.52515,
1742678636018,1.353953,415,,Left,1297.834,1237.95,45.6319,
1742678636018,1.353953,415,,Right,1296.456,1237.95,45.6319,
1742678636018,1.353953,415,,Center,1297.987,1237.95,45.6319,
1742678636046,1.381468,417,,Left,1298.027,1237.93,45.62904,
1742678636046,1.381468,417,,Right,1296.648,1237.93,45.62904,
1742678636046,1.381468,417,,Center,1298.18,1237.93,45.62904,
1742678636074,1.409425,419,,Left,1297.135,1237.267,45.64916,
1742678636074,1.409425,419,,Right,1295.757,1237.267,45.64916,
1742678636074,1.409425,419,,Center,1297.286,1237.267,45.64916,
1742678636102,1.437142,421,,Left,1107.618,1172.969,48.62208,
1742678636102,1.437142,421,,Right,1106.324,1172.969,48.62209,
1742678636102,1.437142,421,,Center,1107.37,1172.969,48.62208,
1742678636130,1.464597,423,,Left,895.4421,1126.104,49.68043,
1742678636130,1.464597,423,,Right,894.1757,1126.104,49.68042,
1742678636130,1.464597,423,,Center,894.713,1126.103,49.68043,
1742678636158,1.493097,425,,Left,732.4598,1048.955,48.81075,
1742678636158,1.493097,425,,Right,731.171,1048.955,48.81075,
1742678636158,1.493097,425,,Center,731.3395,1048.955,48.81075,
1742678636185,1.521192,427,,Left,628.504,956.3902,47.3037,
1742678636185,1.521192,427,,Right,627.174,956.3902,47.3037,
1742678636185,1.521192,427,,Center,627.1207,956.3903,47.3037,
1742678636213,1.548637,429,,Left,629.0402,956.5391,47.31235,
1742678636213,1.548637,429,,Right,627.7106,956.5391,47.31236,
1742678636213,1.548637,429,,Center,627.6584,956.5391,47.31236,
1742678636241,1.576485,431,,Left,586.0155,910.7152,46.42323,
1742678636241,1.576485,431,,Right,584.6602,910.7152,46.42323,
1742678636241,1.576485,431,,Center,584.5206,910.7152,46.42323,
1742678636269,1.604111,433,,Left,579.0911,872.7175,46.06773,
1742678636269,1.604111,433,,Right,577.7254,872.7175,46.06773,
1742678636269,1.604111,433,,Center,577.5748,872.7175,46.06773,
1742678636298,1.632942,435,,Left,576.4144,872.3234,46.02147,
1742678636298,1.632942,435,,Right,575.0474,872.3234,46.02147,
1742678636298,1.632942,435,,Center,574.8912,872.3234,46.02147,
1742678636326,1.660907,437,,Left,575.4858,872.5782,46.00817,
1742678636326,1.660907,437,,Right,574.1184,872.5782,46.00817,
