unix_ms,rel_timestamp,frame,event,side,screen_pos_x,screen_pos_y,screen_pos_z,target_name
1742766068774,0,,Activation,,,,,
1742766068774,0,277,,Left,0,0,0,
1742766068774,0,277,,Right,0,0,0,
1742766068774,0,277,,Center,0,0,0,
1742766069069,0.01999998,279,,Left,796.5774,824.0127,49.64239,
1742766069069,0.01999998,279,,Right,795.5765,824.0127,49.64239,
1742766069069,0.01999998,279,,Center,796.0769,824.0127,49.64239,
1742766069121,0.07328939,280,,Left,797.7153,782.0422,49.68184,
1742766069121,0.07328939,280,,Right,796.7152,782.0422,49.68184,
1742766069121,0.07328939,280,,Center,797.2153,782.0422,49.68184,
1742766069175,0.1219115,281,,Left,794.5797,798.4163,49.70683,
1742766069175,0.1219115,281,,Right,793.5801,798.4163,49.70683,
1742766069175,0.1219115,281,,Center,794.08,798.4163,49.70683,
1742766069215,0.1931298,282,,Left,763.0032,805.6403,49.87754,
1742766069215,0.1931298,282,,Right,762.0071,805.6403,49.87754,
1742766069215,0.1931298,282,,Center,762.5052,805.6403,49.87754,
1742766069273,0.2199223,283,,Left,754.1804,821.104,49.87609,
1742766069274,0.2199223,283,,Right,753.1843,821.104,49.87609,
1742766069274,0.2199223,283,,Center,753.6824,821.104,49.87609,
1742766069317,0.2756197,284,,Left,750.9188,835.5112,49.83682,
1742766069317,0.2756197,284,,Right,749.9218,835.5112,49.83682,
1742766069317,0.2756197,284,,Center,750.4203,835.5112,49.83682,
1742766069342,0.3200281,285,,Left,755.4541,836.9476,49.81727,
1742766069342,0.3200281,285,,Right,754.4567,836.9476,49.81727,
1742766069342,0.3200281,285,,Center,754.9554,836.9476,49.81727,
1742766069369,0.3445518,286,,Left,753.0549,835.3515,49.83242,
1742766069370,0.3445518,286,,Right,752.0579,835.3515,49.83242,
1742766069370,0.3445518,286,,Center,752.5563,835.3515,49.83242,
1742766069400,0.3810284,287,,Left,749.192,832.6134,49.85586,
1742766069400,0.3810284,287,,Right,748.1956,832.6134,49.85586,
